MLM_envGWAS_N,MLM_envGWAS_NHx,FarmCPU_envGWAS_N,FarmCPU_envGWAS_NHx,Fst_N_maize,Fst_NHx_maize,MLM_envGWAS_N_sorghum,MLM_envGWAS_NHx_sorghum,FarmCPU_envGWAS_N_sorghum,FarmCPU_envGWAS_NHx_sorghum,Fst_N_Sorghum,Fst_NHx_sorghum,Fst_IndianChief,Fst_Jarvis,TajimaD_Jarvis,TajimaD_IndianChief
,,Zm00001eb400500,Zm00001eb430420,,,,,,,Zm00001eb256970,Zm00001eb042760,,,,
,,Zm00001eb400510,Zm00001eb350170,,,,,,,Zm00001eb236560,Zm00001eb061840,,,,
,,Zm00001eb400520,Zm00001eb350190,,,,,,,Zm00001eb338380,Zm00001eb151240,,,,
,,Zm00001eb400530,Zm00001eb350200,,,,,,,Zm00001eb196600,Zm00001eb395310,,,,
,,Zm00001eb400540,Zm00001eb350210,,,,,,,Zm00001eb150790,Zm00001eb192500,,,,
,,Zm00001eb400550,Zm00001eb350220,,,,,,,Zm00001eb204560,Zm00001eb265510,,,,
,,Zm00001eb400560,Zm00001eb350230,,,,,,,Zm00001eb386650,Zm00001eb125200,,,,
,,Zm00001eb167310,Zm00001eb350240,,,,,,,Zm00001eb070310,Zm00001eb290490,,,,
,,Zm00001eb167320,Zm00001eb029790,,,,,,,Zm00001eb312850,Zm00001eb358740,,,,
,,Zm00001eb167330,Zm00001eb098590,,,,,,,Zm00001eb008590,Zm00001eb196080,,,,
,,Zm00001eb167340,Zm00001eb073360,,,,,,,Zm00001eb025300,Zm00001eb245860,,,,
,,Zm00001eb003180,Zm00001eb073370,,,,,,,Zm00001eb288720,Zm00001eb277300,,,,
,,Zm00001eb003190,Zm00001eb073390,,,,,,,Zm00001eb071740,Zm00001eb261240,,,,
,,Zm00001eb003200,Zm00001eb073400,,,,,,,Zm00001eb045200,Zm00001eb321690,,,,
,,Zm00001eb003210,Zm00001eb121200,,,,,,,Zm00001eb074310,Zm00001eb297210,,,,
,,Zm00001eb003230,Zm00001eb324970,,,,,,,Zm00001eb204970,Zm00001eb070510,,,,
,,Zm00001eb003220,Zm00001eb324980,,,,,,,Zm00001eb394530,Zm00001eb014850,,,,
,,Zm00001eb128300,Zm00001eb324990,,,,,,,Zm00001eb142510,Zm00001eb394600,,,,
,,Zm00001eb128310,Zm00001eb325000,,,,,,,Zm00001eb279170,Zm00001eb278870,,,,
,,Zm00001eb128320,Zm00001eb109480,,,,,,,Zm00001eb057750,Zm00001eb003060,,,,
,,Zm00001eb187110,Zm00001eb109490,,,,,,,Zm00001eb014070,Zm00001eb424940,,,,
,,Zm00001eb187120,Zm00001eb109500,,,,,,,Zm00001eb017340,Zm00001eb057870,,,,
,,Zm00001eb058110,Zm00001eb109510,,,,,,,Zm00001eb257910,Zm00001eb418750,,,,
,,Zm00001eb227670,Zm00001eb409460,,,,,,,Zm00001eb302390,Zm00001eb082570,,,,
,,Zm00001eb227680,Zm00001eb187170,,,,,,,Zm00001eb270460,Zm00001eb126150,,,,
,,Zm00001eb227690,Zm00001eb187180,,,,,,,Zm00001eb420810,Zm00001eb144140,,,,
,,Zm00001eb143140,Zm00001eb220790,,,,,,,Zm00001eb342550,Zm00001eb348730,,,,
,,Zm00001eb154300,Zm00001eb220800,,,,,,,Zm00001eb297640,Zm00001eb296990,,,,
,,Zm00001eb154310,Zm00001eb220810,,,,,,,Zm00001eb323510,Zm00001eb314890,,,,
,,Zm00001eb154320,Zm00001eb371610,,,,,,,Zm00001eb161580,Zm00001eb365450,,,,
,,Zm00001eb154330,Zm00001eb363310,,,,,,,Zm00001eb270110,Zm00001eb035540,,,,
,,Zm00001eb154340,Zm00001eb363330,,,,,,,Zm00001eb191640,Zm00001eb271520,,,,
,,Zm00001eb154350,Zm00001eb363360,,,,,,,Zm00001eb073790,Zm00001eb237500,,,,
,,Zm00001eb154360,Zm00001eb363370,,,,,,,Zm00001eb416770,Zm00001eb239690,,,,
,,Zm00001eb154370,Zm00001eb363380,,,,,,,Zm00001eb407440,Zm00001eb037170,,,,
,,Zm00001eb154380,Zm00001eb363390,,,,,,,Zm00001eb178900,Zm00001eb175070,,,,
,,Zm00001eb154390,Zm00001eb206070,,,,,,,Zm00001eb373340,Zm00001eb012740,,,,
,,Zm00001eb316440,Zm00001eb206080,,,,,,,Zm00001eb080380,Zm00001eb370260,,,,
,,Zm00001eb316450,Zm00001eb206090,,,,,,,Zm00001eb150110,Zm00001eb231550,,,,
,,Zm00001eb316460,Zm00001eb206100,,,,,,,Zm00001eb318780,Zm00001eb044600,,,,
,,Zm00001eb316470,Zm00001eb366310,,,,,,,Zm00001eb230310,Zm00001eb175590,,,,
,,Zm00001eb316480,Zm00001eb150010,,,,,,,Zm00001eb057960,Zm00001eb393680,,,,
,,Zm00001eb068950,Zm00001eb150020,,,,,,,Zm00001eb231360,Zm00001eb171080,,,,
,,Zm00001eb068960,Zm00001eb150030,,,,,,,Zm00001eb433420,Zm00001eb177340,,,,
,,Zm00001eb068970,Zm00001eb150040,,,,,,,Zm00001eb022760,Zm00001eb061860,,,,
,,Zm00001eb068980,Zm00001eb150050,,,,,,,Zm00001eb234280,Zm00001eb411440,,,,
,,Zm00001eb068990,Zm00001eb150070,,,,,,,Zm00001eb071650,Zm00001eb147910,,,,
,,Zm00001eb288790,Zm00001eb150080,,,,,,,Zm00001eb008930,Zm00001eb404990,,,,
,,Zm00001eb288800,Zm00001eb287940,,,,,,,Zm00001eb322120,Zm00001eb344390,,,,
,,Zm00001eb301350,Zm00001eb287950,,,,,,,Zm00001eb078880,Zm00001eb282680,,,,
,,Zm00001eb344890,Zm00001eb287960,,,,,,,Zm00001eb026110,Zm00001eb122970,,,,
,,Zm00001eb344900,Zm00001eb370830,,,,,,,Zm00001eb103910,Zm00001eb225500,,,,
,,Zm00001eb344910,Zm00001eb370840,,,,,,,Zm00001eb071310,Zm00001eb157950,,,,
,,Zm00001eb344920,Zm00001eb370850,,,,,,,Zm00001eb231460,Zm00001eb244330,,,,
,,Zm00001eb344930,Zm00001eb370860,,,,,,,Zm00001eb187220,Zm00001eb405160,,,,
,,Zm00001eb364330,Zm00001eb370870,,,,,,,Zm00001eb017120,Zm00001eb239380,,,,
,,Zm00001eb364350,Zm00001eb370880,,,,,,,Zm00001eb189290,Zm00001eb413880,,,,
,,Zm00001eb364360,Zm00001eb370890,,,,,,,Zm00001eb123150,Zm00001eb168750,,,,
,,Zm00001eb364370,Zm00001eb370900,,,,,,,Zm00001eb218850,Zm00001eb208220,,,,
,,Zm00001eb364380,Zm00001eb370910,,,,,,,Zm00001eb434430,Zm00001eb319810,,,,
,,Zm00001eb136830,Zm00001eb370920,,,,,,,Zm00001eb424700,Zm00001eb393760,,,,
,,Zm00001eb136840,Zm00001eb370930,,,,,,,Zm00001eb426860,Zm00001eb049160,,,,
,,Zm00001eb086820,Zm00001eb370940,,,,,,,Zm00001eb171560,Zm00001eb327920,,,,
,,Zm00001eb086830,Zm00001eb370950,,,,,,,Zm00001eb248600,Zm00001eb094760,,,,
,,Zm00001eb086840,Zm00001eb117890,,,,,,,Zm00001eb383790,Zm00001eb107150,,,,
,,Zm00001eb422110,Zm00001eb117900,,,,,,,Zm00001eb248360,Zm00001eb320250,,,,
,,Zm00001eb360740,Zm00001eb117910,,,,,,,Zm00001eb278480,Zm00001eb416910,,,,
,,Zm00001eb360750,Zm00001eb117920,,,,,,,Zm00001eb117950,Zm00001eb294860,,,,
,,Zm00001eb244720,Zm00001eb117930,,,,,,,Zm00001eb213950,Zm00001eb173590,,,,
,,Zm00001eb244740,Zm00001eb117940,,,,,,,Zm00001eb294590,Zm00001eb119440,,,,
,,Zm00001eb244750,Zm00001eb117950,,,,,,,Zm00001eb161520,Zm00001eb077900,,,,
,,Zm00001eb244760,Zm00001eb117960,,,,,,,Zm00001eb373940,Zm00001eb197630,,,,
,,Zm00001eb244770,Zm00001eb117970,,,,,,,Zm00001eb416990,Zm00001eb016990,,,,
,,Zm00001eb194280,Zm00001eb117980,,,,,,,Zm00001eb195010,Zm00001eb386350,,,,
,,Zm00001eb194290,Zm00001eb291260,,,,,,,Zm00001eb404820,Zm00001eb281900,,,,
,,Zm00001eb194300,Zm00001eb291270,,,,,,,Zm00001eb191710,Zm00001eb281940,,,,
,,Zm00001eb023620,Zm00001eb291280,,,,,,,Zm00001eb013250,Zm00001eb410240,,,,
,,Zm00001eb384750,Zm00001eb291290,,,,,,,Zm00001eb099490,Zm00001eb256890,,,,
,,Zm00001eb384760,Zm00001eb291310,,,,,,,Zm00001eb345410,Zm00001eb428440,,,,
,,Zm00001eb288820,Zm00001eb369240,,,,,,,Zm00001eb270350,Zm00001eb048160,,,,
,,Zm00001eb288830,Zm00001eb369250,,,,,,,Zm00001eb353030,Zm00001eb431860,,,,
,,Zm00001eb288850,Zm00001eb369260,,,,,,,Zm00001eb289840,Zm00001eb379230,,,,
,,Zm00001eb396300,Zm00001eb369270,,,,,,,Zm00001eb180330,Zm00001eb039300,,,,
,,Zm00001eb396310,Zm00001eb369280,,,,,,,Zm00001eb017350,Zm00001eb372720,,,,
,,Zm00001eb326230,Zm00001eb295920,,,,,,,Zm00001eb397100,Zm00001eb162930,,,,
,,Zm00001eb326240,Zm00001eb295930,,,,,,,Zm00001eb247120,Zm00001eb158120,,,,
,,Zm00001eb326250,Zm00001eb295940,,,,,,,Zm00001eb275730,Zm00001eb433460,,,,
,,Zm00001eb326260,Zm00001eb295950,,,,,,,Zm00001eb318880,Zm00001eb137750,,,,
,,Zm00001eb326270,Zm00001eb295960,,,,,,,Zm00001eb179560,Zm00001eb368300,,,,
,,Zm00001eb326280,Zm00001eb295970,,,,,,,Zm00001eb182190,Zm00001eb054280,,,,
,,Zm00001eb326290,Zm00001eb295980,,,,,,,Zm00001eb366880,Zm00001eb289250,,,,
,,Zm00001eb326310,Zm00001eb085380,,,,,,,Zm00001eb091780,Zm00001eb181960,,,,
,,Zm00001eb326320,Zm00001eb423140,,,,,,,Zm00001eb073180,Zm00001eb355570,,,,
,,Zm00001eb326330,Zm00001eb423150,,,,,,,Zm00001eb105640,Zm00001eb379050,,,,
,,Zm00001eb326340,Zm00001eb423160,,,,,,,Zm00001eb185010,Zm00001eb385200,,,,
,,Zm00001eb049810,Zm00001eb023740,,,,,,,Zm00001eb043030,Zm00001eb266300,,,,
,,Zm00001eb049820,Zm00001eb330380,,,,,,,Zm00001eb297520,Zm00001eb089650,,,,
,,Zm00001eb077400,Zm00001eb330390,,,,,,,Zm00001eb009690,Zm00001eb376890,,,,
,,Zm00001eb077410,Zm00001eb330420,,,,,,,Zm00001eb038650,Zm00001eb205890,,,,
,,Zm00001eb077420,Zm00001eb330430,,,,,,,Zm00001eb125350,Zm00001eb152260,,,,
,,Zm00001eb077430,Zm00001eb330440,,,,,,,Zm00001eb271210,Zm00001eb333300,,,,
,,Zm00001eb077440,Zm00001eb330450,,,,,,,Zm00001eb149000,Zm00001eb046700,,,,
,,Zm00001eb077450,Zm00001eb330460,,,,,,,Zm00001eb227690,Zm00001eb342120,,,,
,,Zm00001eb301680,Zm00001eb264170,,,,,,,Zm00001eb354200,Zm00001eb124820,,,,
,,Zm00001eb301690,Zm00001eb330600,,,,,,,Zm00001eb171710,Zm00001eb295830,,,,
,,Zm00001eb301700,Zm00001eb330610,,,,,,,Zm00001eb055500,Zm00001eb369260,,,,
,,Zm00001eb301710,Zm00001eb330620,,,,,,,Zm00001eb054990,Zm00001eb245360,,,,
,,Zm00001eb301720,Zm00001eb330630,,,,,,,Zm00001eb212800,Zm00001eb245730,,,,
,,Zm00001eb301730,Zm00001eb330640,,,,,,,Zm00001eb119330,Zm00001eb230300,,,,
,,Zm00001eb315030,Zm00001eb330650,,,,,,,Zm00001eb114910,Zm00001eb198770,,,,
,,Zm00001eb315040,Zm00001eb029450,,,,,,,Zm00001eb103820,Zm00001eb100060,,,,
,,Zm00001eb315050,Zm00001eb288320,,,,,,,Zm00001eb019530,Zm00001eb239700,,,,
,,Zm00001eb315060,Zm00001eb288330,,,,,,,Zm00001eb124000,Zm00001eb050860,,,,
,,Zm00001eb297300,Zm00001eb288340,,,,,,,Zm00001eb424500,Zm00001eb358040,,,,
,,Zm00001eb297310,Zm00001eb288350,,,,,,,Zm00001eb296350,Zm00001eb380770,,,,
,,Zm00001eb297320,Zm00001eb139250,,,,,,,Zm00001eb386410,Zm00001eb153100,,,,
,,Zm00001eb327340,Zm00001eb139260,,,,,,,Zm00001eb334500,Zm00001eb120990,,,,
,,Zm00001eb327350,Zm00001eb214490,,,,,,,Zm00001eb414730,Zm00001eb162070,,,,
,,Zm00001eb327360,Zm00001eb214500,,,,,,,Zm00001eb055060,Zm00001eb191220,,,,
,,Zm00001eb327380,Zm00001eb214510,,,,,,,Zm00001eb205370,Zm00001eb194370,,,,
,,Zm00001eb327390,Zm00001eb214520,,,,,,,Zm00001eb052020,Zm00001eb258480,,,,
,,Zm00001eb327410,Zm00001eb214530,,,,,,,Zm00001eb371890,Zm00001eb269190,,,,
,,Zm00001eb215250,Zm00001eb214540,,,,,,,Zm00001eb014550,Zm00001eb036800,,,,
,,Zm00001eb215260,Zm00001eb214550,,,,,,,Zm00001eb269400,Zm00001eb253030,,,,
,,Zm00001eb215270,Zm00001eb214560,,,,,,,Zm00001eb417320,Zm00001eb010650,,,,
,,Zm00001eb215280,Zm00001eb406420,,,,,,,Zm00001eb068340,Zm00001eb011270,,,,
,,Zm00001eb227810,Zm00001eb406440,,,,,,,Zm00001eb354700,Zm00001eb233540,,,,
,,Zm00001eb227820,Zm00001eb406450,,,,,,,Zm00001eb191410,Zm00001eb260410,,,,
,,Zm00001eb109200,Zm00001eb406460,,,,,,,Zm00001eb374010,Zm00001eb356440,,,,
,,Zm00001eb109210,Zm00001eb406470,,,,,,,Zm00001eb134410,Zm00001eb268340,,,,
,,Zm00001eb109220,Zm00001eb406480,,,,,,,Zm00001eb010590,Zm00001eb276950,,,,
,,Zm00001eb109230,Zm00001eb406490,,,,,,,Zm00001eb061830,Zm00001eb231840,,,,
,,Zm00001eb109250,Zm00001eb406500,,,,,,,Zm00001eb297550,Zm00001eb378660,,,,
,,Zm00001eb109260,Zm00001eb008000,,,,,,,Zm00001eb043470,Zm00001eb294160,,,,
,,Zm00001eb109270,Zm00001eb008010,,,,,,,Zm00001eb265890,Zm00001eb253260,,,,
,,Zm00001eb326080,Zm00001eb008030,,,,,,,Zm00001eb196170,Zm00001eb383530,,,,
,,Zm00001eb326090,Zm00001eb008040,,,,,,,Zm00001eb376130,Zm00001eb156990,,,,
,,Zm00001eb326110,Zm00001eb008050,,,,,,,Zm00001eb146510,Zm00001eb192730,,,,
,,Zm00001eb326120,Zm00001eb008060,,,,,,,Zm00001eb204630,Zm00001eb143980,,,,
,,Zm00001eb326130,Zm00001eb037720,,,,,,,Zm00001eb152060,Zm00001eb348110,,,,
,,Zm00001eb326140,Zm00001eb029200,,,,,,,Zm00001eb065760,Zm00001eb366700,,,,
,,Zm00001eb326150,Zm00001eb010400,,,,,,,Zm00001eb068570,Zm00001eb334030,,,,
,,Zm00001eb326160,Zm00001eb152500,,,,,,,Zm00001eb297510,Zm00001eb223810,,,,
,,Zm00001eb265940,Zm00001eb061750,,,,,,,Zm00001eb404840,Zm00001eb197210,,,,
,,Zm00001eb151650,Zm00001eb061760,,,,,,,Zm00001eb397990,Zm00001eb228310,,,,
,,Zm00001eb151660,Zm00001eb061770,,,,,,,Zm00001eb245710,Zm00001eb334600,,,,
,,Zm00001eb121950,Zm00001eb061780,,,,,,,Zm00001eb151250,Zm00001eb067040,,,,
,,Zm00001eb121960,Zm00001eb061800,,,,,,,Zm00001eb282640,Zm00001eb400170,,,,
,,Zm00001eb121970,Zm00001eb311560,,,,,,,Zm00001eb432030,Zm00001eb266360,,,,
,,Zm00001eb121990,Zm00001eb311570,,,,,,,Zm00001eb212430,Zm00001eb297650,,,,
,,Zm00001eb122000,Zm00001eb270080,,,,,,,Zm00001eb323970,Zm00001eb415360,,,,
,,Zm00001eb122010,Zm00001eb270090,,,,,,,Zm00001eb327910,Zm00001eb309900,,,,
,,Zm00001eb122020,Zm00001eb270100,,,,,,,Zm00001eb275790,Zm00001eb355700,,,,
,,Zm00001eb125730,Zm00001eb043140,,,,,,,Zm00001eb370840,Zm00001eb063680,,,,
,,Zm00001eb125740,Zm00001eb043150,,,,,,,Zm00001eb399460,Zm00001eb201120,,,,
,,Zm00001eb125750,Zm00001eb043160,,,,,,,Zm00001eb277780,Zm00001eb276760,,,,
,,Zm00001eb179340,Zm00001eb276200,,,,,,,Zm00001eb336080,Zm00001eb389070,,,,
,,Zm00001eb179350,Zm00001eb276210,,,,,,,Zm00001eb055010,Zm00001eb282970,,,,
,,Zm00001eb179360,Zm00001eb276220,,,,,,,Zm00001eb071540,Zm00001eb120760,,,,
,,Zm00001eb203140,Zm00001eb276230,,,,,,,Zm00001eb057860,Zm00001eb109610,,,,
,,Zm00001eb159350,Zm00001eb276240,,,,,,,Zm00001eb397520,Zm00001eb345490,,,,
,,Zm00001eb159360,Zm00001eb276250,,,,,,,Zm00001eb015920,Zm00001eb331170,,,,
,,Zm00001eb159370,Zm00001eb276260,,,,,,,Zm00001eb267710,Zm00001eb334750,,,,
,,Zm00001eb159380,Zm00001eb152880,,,,,,,Zm00001eb347120,Zm00001eb389000,,,,
,,Zm00001eb070940,Zm00001eb152890,,,,,,,Zm00001eb254190,Zm00001eb214550,,,,
,,Zm00001eb070950,Zm00001eb152900,,,,,,,Zm00001eb221020,Zm00001eb156390,,,,
,,Zm00001eb070960,Zm00001eb293390,,,,,,,Zm00001eb323700,Zm00001eb393900,,,,
,,Zm00001eb070970,Zm00001eb293400,,,,,,,Zm00001eb070560,Zm00001eb341910,,,,
,,Zm00001eb070980,Zm00001eb293410,,,,,,,Zm00001eb427760,Zm00001eb395390,,,,
,,Zm00001eb071010,Zm00001eb293420,,,,,,,Zm00001eb292540,Zm00001eb073640,,,,
,,Zm00001eb071020,Zm00001eb293430,,,,,,,Zm00001eb252620,Zm00001eb428840,,,,
,,Zm00001eb071030,Zm00001eb293440,,,,,,,Zm00001eb338700,Zm00001eb400180,,,,
,,Zm00001eb071040,Zm00001eb122930,,,,,,,Zm00001eb130870,Zm00001eb251490,,,,
,,Zm00001eb071050,Zm00001eb122940,,,,,,,Zm00001eb014490,Zm00001eb032100,,,,
,,Zm00001eb071060,Zm00001eb122950,,,,,,,Zm00001eb196330,Zm00001eb182480,,,,
,,Zm00001eb071070,Zm00001eb122960,,,,,,,Zm00001eb433440,Zm00001eb397080,,,,
,,Zm00001eb252800,Zm00001eb122970,,,,,,,Zm00001eb201610,Zm00001eb070570,,,,
,,Zm00001eb252820,Zm00001eb122980,,,,,,,Zm00001eb017310,Zm00001eb234850,,,,
,,Zm00001eb252830,Zm00001eb122990,,,,,,,Zm00001eb043550,Zm00001eb066720,,,,
,,Zm00001eb100680,Zm00001eb200130,,,,,,,Zm00001eb371910,Zm00001eb229600,,,,
,,Zm00001eb100690,Zm00001eb200140,,,,,,,Zm00001eb407390,Zm00001eb273580,,,,
,,Zm00001eb143210,Zm00001eb200150,,,,,,,Zm00001eb119780,Zm00001eb386320,,,,
,,Zm00001eb193080,Zm00001eb200160,,,,,,,Zm00001eb284530,Zm00001eb145760,,,,
,,Zm00001eb193090,Zm00001eb200170,,,,,,,Zm00001eb213720,Zm00001eb051250,,,,
,,Zm00001eb193100,Zm00001eb200180,,,,,,,Zm00001eb225380,Zm00001eb296810,,,,
,,Zm00001eb030010,Zm00001eb200190,,,,,,,Zm00001eb163820,Zm00001eb261400,,,,
,,Zm00001eb009540,Zm00001eb200200,,,,,,,Zm00001eb153170,Zm00001eb247870,,,,
,,Zm00001eb009550,Zm00001eb013560,,,,,,,Zm00001eb050570,Zm00001eb407240,,,,
,,Zm00001eb009560,Zm00001eb013580,,,,,,,Zm00001eb388610,Zm00001eb173560,,,,
,,Zm00001eb224550,Zm00001eb013590,,,,,,,Zm00001eb286920,Zm00001eb428070,,,,
,,Zm00001eb224560,Zm00001eb013600,,,,,,,Zm00001eb322090,Zm00001eb192310,,,,
,,Zm00001eb146990,Zm00001eb013610,,,,,,,Zm00001eb355750,Zm00001eb214080,,,,
,,Zm00001eb147000,Zm00001eb013620,,,,,,,Zm00001eb008520,Zm00001eb239370,,,,
,,Zm00001eb147010,Zm00001eb219540,,,,,,,Zm00001eb428320,Zm00001eb294570,,,,
,,Zm00001eb147020,Zm00001eb219550,,,,,,,Zm00001eb378920,Zm00001eb261420,,,,
,,Zm00001eb147030,Zm00001eb219560,,,,,,,Zm00001eb397560,Zm00001eb196940,,,,
,,Zm00001eb433620,Zm00001eb220020,,,,,,,Zm00001eb243460,Zm00001eb020410,,,,
,,Zm00001eb226140,Zm00001eb220030,,,,,,,Zm00001eb191700,Zm00001eb274340,,,,
,,Zm00001eb226150,Zm00001eb220040,,,,,,,Zm00001eb195650,Zm00001eb415270,,,,
,,Zm00001eb023730,Zm00001eb220050,,,,,,,Zm00001eb269420,Zm00001eb293550,,,,
,,Zm00001eb277820,Zm00001eb370170,,,,,,,Zm00001eb387020,Zm00001eb109710,,,,
,,Zm00001eb149740,Zm00001eb325800,,,,,,,Zm00001eb246100,Zm00001eb366670,,,,
,,Zm00001eb149750,Zm00001eb325810,,,,,,,Zm00001eb232910,Zm00001eb183420,,,,
,,Zm00001eb149760,Zm00001eb325820,,,,,,,Zm00001eb352840,Zm00001eb173880,,,,
,,Zm00001eb417710,Zm00001eb327310,,,,,,,Zm00001eb297120,Zm00001eb370940,,,,
,,Zm00001eb417720,Zm00001eb327320,,,,,,,Zm00001eb095600,Zm00001eb279350,,,,
,,Zm00001eb417730,Zm00001eb327330,,,,,,,Zm00001eb432230,Zm00001eb082730,,,,
,,Zm00001eb070170,Zm00001eb327340,,,,,,,Zm00001eb015220,Zm00001eb175890,,,,
,,Zm00001eb070180,Zm00001eb370550,,,,,,,Zm00001eb118760,Zm00001eb387160,,,,
,,Zm00001eb070190,Zm00001eb370560,,,,,,,Zm00001eb418630,Zm00001eb089070,,,,
,,Zm00001eb070200,Zm00001eb370570,,,,,,,Zm00001eb237880,Zm00001eb126460,,,,
,,Zm00001eb048670,Zm00001eb370580,,,,,,,Zm00001eb213920,Zm00001eb342540,,,,
,,Zm00001eb048680,Zm00001eb247870,,,,,,,Zm00001eb431050,Zm00001eb256470,,,,
,,Zm00001eb048690,Zm00001eb247880,,,,,,,Zm00001eb125470,Zm00001eb373930,,,,
,,Zm00001eb048700,Zm00001eb247890,,,,,,,Zm00001eb064780,Zm00001eb148010,,,,
,,Zm00001eb416820,Zm00001eb051860,,,,,,,Zm00001eb154280,Zm00001eb345020,,,,
,,Zm00001eb416830,Zm00001eb051870,,,,,,,Zm00001eb413180,Zm00001eb067140,,,,
,,Zm00001eb416850,Zm00001eb051880,,,,,,,Zm00001eb018320,Zm00001eb101130,,,,
,,Zm00001eb416860,Zm00001eb051890,,,,,,,Zm00001eb324970,Zm00001eb103580,,,,
,,Zm00001eb416870,Zm00001eb051900,,,,,,,Zm00001eb120710,Zm00001eb131520,,,,
,,Zm00001eb416880,Zm00001eb332550,,,,,,,Zm00001eb231470,Zm00001eb320350,,,,
,,Zm00001eb306380,Zm00001eb332560,,,,,,,Zm00001eb374040,Zm00001eb185650,,,,
,,Zm00001eb306390,Zm00001eb332570,,,,,,,Zm00001eb010320,Zm00001eb221030,,,,
,,Zm00001eb220140,Zm00001eb332580,,,,,,,Zm00001eb247750,Zm00001eb425140,,,,
,,Zm00001eb254110,Zm00001eb265810,,,,,,,Zm00001eb366430,Zm00001eb369520,,,,
,,Zm00001eb254120,Zm00001eb265820,,,,,,,Zm00001eb346250,Zm00001eb327140,,,,
,,Zm00001eb254130,Zm00001eb265830,,,,,,,Zm00001eb296410,Zm00001eb414820,,,,
,,Zm00001eb254140,Zm00001eb030540,,,,,,,Zm00001eb278510,Zm00001eb038450,,,,
,,Zm00001eb254150,Zm00001eb023200,,,,,,,Zm00001eb266700,Zm00001eb136810,,,,
,,Zm00001eb325760,Zm00001eb023210,,,,,,,Zm00001eb279100,Zm00001eb324040,,,,
,,Zm00001eb325790,Zm00001eb206880,,,,,,,Zm00001eb125420,Zm00001eb191180,,,,
,,Zm00001eb129690,Zm00001eb206900,,,,,,,Zm00001eb012670,Zm00001eb109720,,,,
,,Zm00001eb052140,Zm00001eb033620,,,,,,,Zm00001eb150810,Zm00001eb413950,,,,
,,Zm00001eb052150,Zm00001eb033630,,,,,,,Zm00001eb041850,Zm00001eb383540,,,,
,,Zm00001eb140580,Zm00001eb033640,,,,,,,Zm00001eb304620,Zm00001eb257760,,,,
,,Zm00001eb140590,Zm00001eb147780,,,,,,,Zm00001eb232020,Zm00001eb184840,,,,
,,Zm00001eb140600,Zm00001eb147790,,,,,,,Zm00001eb412460,Zm00001eb146780,,,,
,,Zm00001eb140610,Zm00001eb225450,,,,,,,Zm00001eb217130,Zm00001eb227450,,,,
,,Zm00001eb279360,Zm00001eb225460,,,,,,,Zm00001eb318740,Zm00001eb252870,,,,
,,Zm00001eb279370,Zm00001eb225470,,,,,,,Zm00001eb076460,Zm00001eb130210,,,,
,,Zm00001eb049660,Zm00001eb225480,,,,,,,Zm00001eb391350,Zm00001eb358260,,,,
,,Zm00001eb254060,Zm00001eb289270,,,,,,,Zm00001eb010610,Zm00001eb161850,,,,
,,Zm00001eb254070,Zm00001eb289280,,,,,,,Zm00001eb044980,Zm00001eb274490,,,,
,,Zm00001eb254080,Zm00001eb289290,,,,,,,Zm00001eb425480,Zm00001eb293600,,,,
,,Zm00001eb254090,Zm00001eb253150,,,,,,,Zm00001eb147200,Zm00001eb212380,,,,
,,Zm00001eb254100,Zm00001eb253160,,,,,,,Zm00001eb243100,Zm00001eb176350,,,,
,,Zm00001eb412510,Zm00001eb253170,,,,,,,Zm00001eb026180,Zm00001eb219020,,,,
,,Zm00001eb295590,Zm00001eb253180,,,,,,,Zm00001eb020870,Zm00001eb381220,,,,
,,Zm00001eb295600,Zm00001eb253190,,,,,,,Zm00001eb257060,Zm00001eb261060,,,,
,,Zm00001eb295610,Zm00001eb253200,,,,,,,Zm00001eb251520,Zm00001eb378710,,,,
,,Zm00001eb159950,Zm00001eb253210,,,,,,,Zm00001eb209000,Zm00001eb385030,,,,
,,Zm00001eb159960,Zm00001eb208400,,,,,,,Zm00001eb080290,Zm00001eb425620,,,,
,,Zm00001eb159970,Zm00001eb208420,,,,,,,Zm00001eb357810,Zm00001eb044660,,,,
,,Zm00001eb056580,Zm00001eb208430,,,,,,,Zm00001eb377200,Zm00001eb170950,,,,
,,Zm00001eb056600,Zm00001eb208440,,,,,,,Zm00001eb166870,Zm00001eb005060,,,,
,,Zm00001eb084550,Zm00001eb208450,,,,,,,Zm00001eb168920,Zm00001eb371950,,,,
,,Zm00001eb431460,Zm00001eb208480,,,,,,,Zm00001eb337240,Zm00001eb405610,,,,
,,Zm00001eb250350,Zm00001eb208490,,,,,,,Zm00001eb302230,Zm00001eb348650,,,,
,,Zm00001eb123080,Zm00001eb208500,,,,,,,Zm00001eb024290,Zm00001eb395560,,,,
,,Zm00001eb123090,Zm00001eb208510,,,,,,,Zm00001eb311630,Zm00001eb269310,,,,
,,Zm00001eb123110,Zm00001eb117170,,,,,,,Zm00001eb017140,Zm00001eb422670,,,,
,,Zm00001eb174980,Zm00001eb117180,,,,,,,Zm00001eb334540,Zm00001eb370350,,,,
,,Zm00001eb174990,Zm00001eb117190,,,,,,,Zm00001eb399570,Zm00001eb009360,,,,
,,Zm00001eb175000,Zm00001eb318120,,,,,,,Zm00001eb280000,Zm00001eb171050,,,,
